-1.176974850380676507e+00,-1.564885447729551293e+00,-2.674090279035000184e-01,5.331179648236716861e-01,-8.201722254178935856e-01,2.452248211521647292e+00,3.460311697914475459e+00,-2.283212895528496933e+00,-9.809813274567036334e-01,-9.135551030712943943e-01,7.539416546027995214e-02
-3.016536460596049851e-01,-1.287326623494679634e+00,9.088662522454489523e-02,1.013435325981263446e+01,-6.985562844982727837e-01,6.961204980445196977e-01,2.672734028405611362e+00,1.648348494875534698e+00,-9.809813274567036334e-01,-1.598650006802649903e+00,-1.341496185431183541e+00
-5.350726338785570801e-01,-8.432325047188851119e-01,-1.148356138346777119e-02,3.509146617144974112e+00,-9.620574898241179840e-01,7.936831487932489715e-01,3.430020249087211592e+00,-7.681498735358103236e-01,-9.161270811167960826e-01,-1.313193796914585043e+00,-3.969026181702078881e-01
-5.350726338785570801e-01,-2.064491331352319659e+00,1.114588491304673523e+00,-9.548963613369790826e-01,-6.782869610116692982e-01,2.083072443008731900e-01,3.127105760814571589e+00,-2.750221568974263064e+00,-5.270016030773417848e-01,-1.084828829004133466e+00,7.366096625429622291e-01
-6.517821277880334607e-01,-1.453861918035602496e+00,3.970153192053869906e-02,8.965199146400694374e+00,-8.607108723911005566e-01,-9.624445646838784008e-01,-1.746621613572058029e-01,-6.220652995493541199e-02,-9.161270811167960826e-01,-1.541558764825036842e+00,4.532315923646705325e-01
-8.852011156069859998e-01,-1.453861918035602496e+00,3.970153192053869906e-02,7.618900470350581600e+00,-2.526311677929962696e-01,3.330312068260210978e+00,3.520894595569003638e+00,6.165851465650810104e-01,-1.824086529875522666e+00,-1.598650006802649903e+00,-1.719333612335574024e+00
4.847483566882392070e-02,-1.731420742270474156e+00,1.420717185285513551e-01,4.501156167918741957e+00,-1.306635989096377015e+00,1.107445935521438884e-01,2.157779398342123400e+00,-1.197146213096446754e+00,-2.083503515235156200e+00,-1.827014974713101481e+00,7.539416546027995214e-02
-1.265894051953908028e-01,-2.008979566505345371e+00,8.586630247846414044e-01,8.185763070792733131e+00,-7.188256079848762692e-01,2.647373513019105840e+00,2.975648516678251365e+00,2.082775167848306630e+00,-2.027303713777980354e-01,5.137259463690295735e-01,-1.530414898883377894e+00
-9.435558625617239681e-01,-1.842444271964422731e+00,-1.650388412954871820e-01,2.800568366592282921e+00,-9.012495193643076385e-01,1.183933751788166289e+00,1.612533319451370906e+00,-1.783622221609737046e+00,-1.240398312816339832e+00,-1.884106216690714541e+00,-2.079839047180134237e-01
-8.852011156069859998e-01,-2.175514861046268678e+00,-4.721494011195257468e-01,-8.131807112264409776e-01,-8.404415489044970711e-01,1.379059053285624836e+00,1.309618831178730680e+00,-2.782803569447256820e+00,-2.675846177177056417e-01,-6.851901351608423729e-01,7.366096625429622291e-01
-7.101368747427718731e-01,-1.620397212576525581e+00,7.051077448726219554e-01,1.080750259783769174e+01,-8.607108723911005566e-01,2.257122910024188744e+00,2.975648516678251365e+00,1.648348494875534698e+00,5.668661398183815620e-02,-1.541558764825036842e+00,-1.624874255609476847e+00
-6.823465824065290397e-02,-7.322089750249364259e-01,1.063403398000666966e+00,7.902331770571657366e+00,-9.417881663375143875e-01,4.208375924998774664e+00,3.702643288532587729e+00,9.967084854163166252e-01,-1.370106805496158042e+00,-7.993726191160683836e-01,-9.636587585267929468e-01
-4.183631399690813102e-01,-1.176303093800731059e+00,1.575254331040731204e+00,1.006349543475736574e+01,-7.796335784446866146e-01,2.647373513019105840e+00,3.520894595569003638e+00,1.702651828997131300e+00,-1.045835573796614071e+00,-6.851901351608423729e-01,-1.152577471978988966e+00
-1.118620103425938206e+00,-2.064491331352319659e+00,-1.138537479914807221e-01,-8.840385362817099191e-01,-8.404415489044970711e-01,4.034325457983317653e-01,9.158299964242985203e-01,-1.881368223028658804e+00,1.937459757839198993e+00,-6.851901351608423729e-01,-2.079839047180134237e-01
-1.176974850380676507e+00,-2.175514861046268678e+00,6.027375582646093966e-01,-9.548963613369790826e-01,-9.012495193643076385e-01,9.888084502907076301e-01,2.097196500687595222e+00,-2.587311566609473257e+00,-3.324388640576161347e-01,-7.422813771384553228e-01,-1.135245479919145123e-01
-7.101368747427718731e-01,-1.287326623494679634e+00,9.610332113926544073e-01,-7.423228861711718141e-01,-4.553244026590309579e-01,1.281496402536895562e+00,2.612151130751083183e+00,-3.347558244311884756e+00,-1.240398312816339832e+00,-6.851901351608423729e-01,2.153500013434425764e+00
-9.435558625617239681e-01,-1.231814858647705346e+00,1.932568118325578288e-01,5.209734418471432704e+00,-9.823268133107214695e-01,-5.721939616889611946e-01,3.884391981496171820e+00,-7.953015405966085138e-01,9.646460627405647470e-01,-6.280988931832293121e-01,9.255283759951583589e-01
